"","numberOfEpisodes","Finalization","originalTitle","startYear","endYear","runtimeMinutes","averageRating","numVotes","genre"
"9472",10,1,"Notorious",2016,2016,60,6.7,3801,"drama"
"9473",28,0,"Wacky Races",2017,0,30,6.4,69,"animation"
"9474",20,0,"Shut Eye",2016,0,45,7.4,2673,"crime"
"9475",27,0,"Good Morning Call",2016,0,48,8,1663,"comedy"
"9476",39,0,"Baahubali: The Lost Legends",2017,0,23,7.3,320,"action"
"9477",13,0,"Bodo",2016,0,55,6.5,58,"biography"
"9478",21,0,"Ride",2016,0,30,6.5,212,"action"
"9479",10,0,"HQ - Edição Especial",2016,0,60,7.7,10,"animation"
"9480",24,0,"DuckTales",2017,0,21,8.2,2591,"adventure"
"9481",13,1,"Frequency",2016,2017,42,7.6,10491,"drama"
"9482",18,1,"Jills Veranda Nashville",2014,2017,58,7,5,"documentary"
"9483",25,0,"Too Much TV",2016,0,30,5.1,8,"talk-show"
"9484",10,1,"The Kennedy Files",2015,2016,60,7.7,10,"biography"
"9485",44,0,"Man with a Plan",2016,0,30,6.9,4832,"comedy"
"9486",27,0,"Ajin",2016,0,24,7.8,3407,"action"
"9487",10,0,"Not Fit",2015,0,16,7.6,95,"comedy"
"9488",22,0,"The Tick",2017,0,29,7.4,10041,"action"
"9489",19,0,"Six",2017,0,60,7.3,7213,"action"
"9490",12,1,"APB",2016,2017,43,7,4939,"crime"
"9491",43,0,"Copycat Killers",2016,0,60,7.1,75,"crime"
"9492",10,1,"TRIO: Keplerdiamantene",2016,2016,24,6,5,"family"
"9493",14,0,"Warped Perception",2016,0,20,9.4,85,"documentary"
"9494",54,0,"This Is Us",2016,0,45,8.8,60225,"drama"
"9495",28,0,"Zondag met Lubach",2014,0,40,8.3,337,"comedy"
"9496",12,0,"Kotetsujo no Kabaneri",2016,0,22,7.3,2624,"action"
"9497",8,0,"Haapasalo goes lomalle",2016,0,60,5.6,14,"documentary"
"9498",16,0,"Easy",2016,0,30,6.8,6519,"comedy"
"9499",16,0,"Friends from College",2017,0,30,6.6,9680,"comedy"
"9500",70,0,"Massa Fresca",2016,0,40,6.5,63,"adventure"
"9501",41,0,"Mech-X4",2016,0,22,6.4,303,"family"
"9502",33,0,"Sous écoute",2015,0,52,9.1,113,"talk-show"
"9503",13,0,"Giants",2017,0,22,7.4,58,"drama"
"9504",15,0,"Evil Stepmothers",2016,0,60,8.5,48,"crime"
"9505",37,0,"Animal Kingdom",2016,0,60,8.1,13246,"crime"
"9506",57,0,"Animals Unleashed",2016,0,30,4.7,18,"comedy"
"9507",20,0,"Crime Files the Homefront",2016,0,30,8,18,"crime"
"9508",30,0,"Santa Clarita Diet",2017,0,30,7.8,33355,"comedy"
"9509",50,0,"Voltron: Legendary Defender",2016,0,23,8.3,4865,"action"
"9510",30,0,"Arman pohjantähden alla",2016,0,60,7.4,92,"documentary"
"9511",21,1,"The Other Kingdom",2016,2016,22,5.7,236,"comedy"
"9512",8,0,"Sun Records",2017,0,44,7.7,781,"biography"
"9513",18,0,"Cardinal",2017,0,42,7.7,3417,"crime"
"9514",35,0,"Class Dismissed",2016,0,15,5.8,14,"comedy"
"9515",39,0,"Diddy TV",2016,0,15,6.5,11,"comedy"
"9516",17,0,"Hollywood Darlings",2017,0,21,6.9,237,"comedy"
"9517",43,0,"Speechless",2016,0,30,7.6,4882,"comedy"
"9518",8,1,"The Blacklist: Redemption",2017,2017,43,7.2,4936,"action"
"9519",13,0,"Zie Mij Graag",2017,0,30,7.5,44,"drama"
"9520",26,0,"Foursome",2016,0,23,6.6,642,"comedy"
"9521",13,1,"No Tomorrow",2016,2017,43,7.3,4092,"comedy"
"9522",17,0,"Too Close to Home",2016,0,60,5.3,869,"drama"
"9523",8,0,"My Wife's Girlfriends",2011,0,45,7.6,102,"comedy"
"9524",10,0,"Innan vi dör",2017,0,60,7.9,1446,"drama"
"9525",13,0,"Sengoku Otome: Momoiro Paradokkusu",2011,0,24,6.5,20,"animation"
"9526",29,0,"Vår tid är nu",2017,0,60,7.9,835,"drama"
"9527",16,0,"Svartsjön",2016,0,43,6.2,1071,"horror"
"9528",19,0,"Two Doors Down",2016,0,28,7.3,402,"comedy"
"9529",32,0,"Agents of S.H.I.E.L.D. After Show",2015,0,30,8.8,10,"talk-show"
"9530",13,0,"46 Yok Olan",2016,0,60,8.6,2770,"action"
"9531",8,0,"Section Zéro",2016,0,52,5.9,226,"adventure"
"9532",25,0,"Re: Zero kara hajimeru isekai seikatsu",2016,0,24,8.1,3919,"adventure"
"9533",20,0,"True and the Rainbow Kingdom",2017,0,22,7.8,144,"adventure"
"9534",7,0,"James May: The Reassembler",2016,0,30,8.6,370,"documentary"
"9535",26,0,"Drunk History: UK",2015,0,30,6.7,181,"comedy"
"9536",29,1,"Asesinato",2011,2012,11,8.8,12,"crime"
"9537",13,0,"Take Two",2016,0,30,8,6,"biography"
"9538",13,0,"Take Two",2018,0,43,6.9,1092,"comedy"
"9539",52,1,"George of the Jungle",2015,2017,12,6.3,23,"animation"
"9540",12,0,"Joker Game",2016,0,25,7.1,437,"animation"
"9541",12,0,"Mayoiga",2016,0,24,5.4,307,"animation"
"9542",10,0,"Cloak & Dagger",2018,0,44,6.9,5510,"action"
"9543",26,0,"Siren",2018,0,60,7.2,4887,"drama"
"9544",16,0,"Alone Together",2018,0,30,6,834,"comedy"
"9545",8,0,"Farang",2017,0,45,6.9,625,"drama"
"9546",50,1,"Chunbunui Ipmatchoom",2011,2012,70,7.6,10,"drama"
"9547",12,0,"Flowers",2016,0,30,8.1,1955,"comedy"
"9548",20,0,"Chance",2016,0,60,7.7,7369,"drama"
"9549",21,0,"I am Frankie",2017,0,22,6.3,426,"comedy"
"9550",12,0,"Flying Witch",2016,0,23,7.2,336,"animation"
"9551",17,0,"Liberdade, Liberdade",2016,0,35,7.6,108,"drama"
"9552",12,0,"Dios Inc.",2016,0,50,6.6,45,"thriller"
"9553",56,0,"Boku no Hero Academia",2016,0,24,8.4,9742,"action"
"9554",20,0,"Murder Among Friends",2016,0,60,7.5,126,"crime"
"9555",22,0,"El Vato",2016,0,43,7.7,87,"comedy"
"9556",31,0,"Sôsei no onmyôji",2016,0,24,7.2,332,"action"
"9557",37,1,"The Mick",2017,2018,30,7.9,10017,"comedy"
"9558",8,0,"Untitled MadTV Revival",2016,0,60,4.9,170,"comedy"
"9559",10,0,"The Mist",2017,0,42,5.4,15754,"drama"
"9560",13,1,"Chicago Justice",2017,2017,42,7,2585,"crime"
"9561",21,0,"Claws",2017,0,45,7.2,3301,"comedy"
"9562",12,0,"Jack and Dean of All Trades",2016,0,11,8.2,83,"comedy"
"9563",9,0,"Meso",2017,0,45,8.6,342,"crime"
"9564",12,1,"The Secret Daughter",2016,2017,44,6.5,201,"drama"
"9565",16,0,"Woonppal Romaenseu",2016,0,60,7.3,321,"comedy"
"9566",20,0,"Hwarang",2016,0,60,8.1,711,"comedy"
"9567",90,0,"The Runner",2016,0,25,6.7,38,"action"
"9568",11,0,"Corporate",2016,0,30,7.2,1064,"comedy"
"9569",22,0,"Jamestown",2017,0,60,6.8,1887,"drama"
"9570",20,0,"Herrens veje",2017,0,60,7.1,416,"drama"
"9571",19,1,"The Quad",2017,2018,60,6.3,406,"drama"
"9572",9,0,"Rebel",2017,0,42,5.1,417,"crime"
"9573",28,0,"Travelers",2016,0,45,8,24041,"drama"
"9574",22,0,"Miss Moon",2016,0,12,5.4,12,"adventure"
"9575",70,0,"Comedy Knockout",2016,0,30,2.2,300,"comedy"
"9576",13,1,"Amravati Ki Kathayein",1994,1995,30,8.6,11,"fantasy"
"9577",12,0,"Anne Happy",2016,0,24,6.8,55,"animation"
"9578",13,0,"The Cul De Sac",2016,0,30,6.7,76,"sci-fi"
"9579",19,0,"Trailblazers Of",2016,0,44,8.2,9,"documentary"
"9580",10,0,"Trust",2018,0,60,7.6,2852,"biography"
"9581",10,0,"After the Thrones",2016,0,35,5,621,"talk-show"
"9582",8,1,"Wet Hot American Summer: Ten Years Later",2017,2017,30,7,4650,"comedy"
"9583",12,0,"Sansha san'yô",2016,0,24,6.7,32,"animation"
"9584",8,0,"Four in the Morning",2016,0,21,5.9,661,"comedy"
"9585",37,0,"Match Game",2016,0,60,6,646,"comedy"
"9586",21,0,"Genius",2017,0,43,8.4,12508,"biography"
"9587",33,0,"Space's Deepest Secrets",2016,0,60,7.9,121,"documentary"
"9588",7,0,"The Reaping",2017,0,59,7.1,157,"crime"
"9589",24,0,"Las chicas del cable",2017,0,50,7.8,5027,"drama"
"9590",12,0,"Can't Cope, Won't Cope",2016,0,23,7.1,329,"comedy"
"9591",27,0,"Dara O Briain's Go 8 Bit",2016,0,60,6.8,252,"comedy"
"9592",20,0,"The Punisher",2017,0,53,8.7,103700,"action"
"9593",23,0,"Horvath's Los - Alltag war gestern",2013,0,25,8,21,"comedy"
"9594",8,0,"Back",2017,0,24,7.3,1090,"comedy"
"9595",12,0,"Taboo-Tattoo",2016,0,24,6,271,"action"
"9596",17,0,"American't",2015,0,15,8,10,"comedy"
"9597",51,0,"Ok-jung-hwa",2016,0,65,7.7,61,"drama"
"9598",24,0,"Bungou Stray Dogs",2016,0,24,7.5,986,"action"
"9599",20,1,"Rewrite",2016,2017,48,6.1,80,"action"
"9600",8,0,"The Deleted",2016,0,14,4.2,392,"thriller"
"9601",8,0,"Hyde & Seek",2016,0,44,7.3,293,"drama"
"9602",13,0,"Mum",2016,0,30,7.9,1036,"comedy"
"9603",8,0,"Fleabag",2016,0,27,8.2,10392,"comedy"
"9604",62,0,"Las amazonas",2016,0,60,7.7,37,"drama"
"9605",13,0,"No Such Thing as the News",2016,0,30,8.1,103,"comedy"
"9606",71,0,"Peston on Sunday",2016,0,60,4,20,"news"
"9607",26,0,"The Orville",2017,0,44,7.9,32930,"adventure"
"9608",65,0,"Blue Demon",2016,0,46,7.7,49,"action"
"9609",13,0,"The Windsors",2016,0,30,6.7,961,"comedy"
"9610",16,0,"Up Late with Rylan",2016,0,45,4.1,9,"talk-show"
"9611",24,0,"Non dirlo al mio capo",2016,0,50,7.9,29,"comedy"
"9612",15,0,"Coach Snoop",2016,0,30,6.8,403,"documentary"
"9613",23,0,"Jamie Johnson",2016,0,28,7.2,47,"family"
"9614",16,0,"Declassified: Untold Stories of American Spies",2016,0,42,8.1,85,"thriller"
"9615",66,0,"Hollywood Remembers",2000,0,23,4.2,12,"biography"
"9616",13,0,"Sakamoto desu ga?",2016,0,24,7.2,765,"animation"
"9617",98,0,"Huan Le Song",2016,0,40,7.3,124,"drama"
"9618",20,0,"Minyeo Gongsimi",2016,0,70,7.4,337,"comedy"
"9619",13,1,"Girlboss",2017,2017,26,7.1,11222,"comedy"
"9620",14,0,"Day 5",2016,0,45,8.1,702,"mystery"
"9621",30,0,"Dear White People",2017,0,30,6.3,16093,"comedy"
"9622",9,1,"Imaginary Mary",2017,2017,22,5.6,1021,"animation"
"9623",10,0,"Electric Dreams",2017,0,60,7.3,7866,"sci-fi"
"9624",14,0,"999: Killer on the Line?",2016,0,43,7.8,16,"documentary"
"9625",36,0,"The Grand Tour",2016,0,60,8.7,47356,"comedy"
"9626",23,0,"Dating Myself",2016,0,22,8.1,20,"comedy"
"9627",52,1,"Der kleine Rabe Socke - Die Serie",2016,2017,12,9.2,6,"animation"
"9628",57,1,"Buona la prima!",2007,2009,20,7.6,36,"comedy"
"9629",49,0,"Counterfeit Cat",2016,0,21,6.8,114,"animation"
"9630",10,0,"Fantasy Hospital",2016,0,45,7,20,"animation"
"9631",20,0,"Marlon",2017,0,22,6.9,1608,"comedy"
"9632",21,0,"Ozabochennye, ili Lyubov zla",2015,0,24,6.3,28,"comedy"
"9633",26,0,"The Worst Witch",2017,0,30,7.4,745,"family"
"9634",18,0,"Brockmire",2017,0,30,8.1,2601,"comedy"
"9635",24,0,"Stan Against Evil",2016,0,30,7.2,3084,"comedy"
"9636",30,0,"Private Eyes",2016,0,43,7.3,1627,"comedy"
"9637",26,1,"In goed gezelschap",2012,2014,30,6.8,9,"comedy"
"9638",15,0,"Sagan om den snarkande Törnrosa och 14 andra älskade sagor",2002,0,15,7,7,"comedy"
"9639",84,0,"El Chema",2016,0,43,7.4,176,"action"
"9640",16,0,"Noisey",2016,0,60,8.2,107,"documentary"
"9641",24,1,"Den anden verden",2016,2016,24,5.8,164,"drama"
"9642",10,1,"Will",2017,2017,60,6.9,1594,"drama"
"9643",13,1,"High School Students",2006,2010,26,5.8,6,"drama"
"9644",26,0,"Troll Tales",2000,0,25,7.4,9,"animation"
"9645",7,1,"The Nineties",2017,2017,60,8.2,281,"documentary"
"9646",16,0,"Ismo",2015,0,22,7.1,27,"comedy"
"9647",65,0,"Rusty Rivets",2016,0,22,6.4,104,"animation"
"9648",10,0,"The Kitchen Sink",2016,0,30,4.5,10,"family"
"9649",13,0,"Compersion",2016,0,12,9.3,6,"drama"
"9650",24,0,"12-Sai. Chiccha na Mune no Tokimeki",2016,0,24,5.5,11,"comedy"
"9651",16,0,"Balls Deep",2016,0,30,7.7,107,"documentary"
"9652",11,0,"Dark",2017,0,60,8.7,73262,"crime"
"9653",56,0,"Xploration Earth 2050",2014,0,30,8,11,"documentary"
"9654",12,0,"4 Blocks",2017,0,60,8.1,1959,"crime"
"9655",30,0,"Anatomia do Crime",2017,0,25,8,25,"crime"
"9656",51,0,"Dot.",2016,0,11,7.5,21,"animation"
"9657",40,0,"Home: Adventures with Tip & Oh",2016,0,23,5.8,338,"animation"
"9658",30,0,"Aber Bergen",2016,0,50,7.5,431,"drama"
"9659",8,0,"Woman with Gloria Steinem",2016,0,30,7.9,36,"documentary"
"9660",16,0,"Harlots",2017,0,45,7.6,3101,"drama"
"9661",20,0,"Get Shorty",2017,0,60,7.8,1475,"comedy"
"9662",94,0,"Portugueses pelo Mundo",2010,0,60,8.5,11,"adventure"
"9663",16,0,"Cinderellawa Ne Myungui Gisa",2016,0,60,7.4,957,"comedy"
"9664",20,0,"Pooreun Badaui Junsul",2016,0,60,8.2,2005,"drama"
"9665",31,0,"Ask Laftan Anlamaz",2016,0,68,7.3,2945,"comedy"
"9666",64,1,"Elmo's World",1998,2009,20,6.9,43,"family"
"9667",16,0,"Six Degrees of Murder",2016,0,42,7.5,66,"crime"
"9668",20,0,"GLOW",2017,0,35,8,23711,"comedy"
"9669",14,0,"Sick Note",2017,0,30,6.1,493,"comedy"
"9670",14,1,"States of Undress",2016,2017,45,8.5,183,"documentary"
"9671",13,0,"Disney Star Darlings",2015,0,30,6.3,23,"family"
"9672",10,0,"White Famous",2017,0,30,5.8,1211,"comedy"
"9673",26,0,"Kamen Rider Amazons",2016,0,45,8.2,146,"action"
"9674",13,0,"Julie's Greenroom",2017,0,27,8.3,218,"family"
"9675",44,0,"Starhunter ReduX",2017,0,43,8.5,38,"action"
"9676",9,0,"Law of Perdition",2017,0,14,5.5,49,"crime"
"9677",12,0,"Dead Silent",2016,0,42,7.5,170,"crime"
"9678",10,0,"T.H.O.R. Tv",2016,0,13,7.3,6,"comedy"
"9679",19,0,"The Marvelous Mrs. Maisel",2017,0,57,8.7,20630,"comedy"
"9680",27,1,"Love Live! Sunshine!!",2016,2017,24,6.2,196,"animation"
"9681",8,0,"Gap Year",2017,0,40,7,516,"comedy"
"9682",32,1,"Te Doy la Vida",2016,2016,60,7.8,5,"drama"
"9683",86,0,"Collider TV Talk",2016,0,60,8,121,"talk-show"
"9684",17,0,"W - du gaeui segye",2016,0,60,8.3,2611,"drama"
"9685",32,0,"Camp Camp",2016,0,11,8.2,646,"adventure"
"9686",13,1,"Aftermath",2016,2016,60,4.9,3948,"sci-fi"
"9687",10,0,"Inside Birmingham Children's Hospital",2016,0,60,8,5,"documentary"
"9688",13,0,"Syn",2017,0,54,8,65,"crime"
"9689",25,0,"Tell Vanessa",2016,0,30,8.4,7,"talk-show"
"9690",14,0,"Alpacas",2015,0,35,5.6,8,"comedy"
"9691",44,0,"Deville Late Night",2016,0,30,7,5,"comedy"
"9692",8,0,"Das Institut, Oase des Scheiterns",2017,0,30,8.1,33,"comedy"
"9693",8,0,"The Halcyon",2017,0,60,7.4,1873,"drama"
"9694",26,1,"Ransom",2017,2018,44,6.5,2307,"action"
"9695",10,0,"Sjölyckan",2018,0,22,5.8,82,"comedy"
"9696",12,0,"Borderline",2016,0,30,6.9,753,"comedy"
"9697",12,0,"72 Cutest Animals",2016,0,27,5.6,140,"documentary"
"9698",42,0,"Hao xian sheng",2016,0,45,6.2,32,"drama"
"9699",10,0,"Veni Vidi Vici",2017,0,30,6.2,162,"drama"
"9700",32,0,"El marginal",2016,0,60,8.4,1177,"action"
"9701",12,0,"Live from the BBC",2016,0,30,7.2,11,"comedy"
"9702",21,0,"The Sandra West Diaries",2016,0,17,8,53,"action"
"9703",8,0,"Nasi",2016,0,30,3.6,12,"comedy"
"9704",46,0,"Bull",2016,0,60,6.9,9499,"comedy"
"9705",13,0,"Rainbow Ruby",2016,0,11,6.5,22,"animation"
"9706",13,0,"Whovians",2015,0,18,7.7,9,"comedy"
"9707",32,0,"Unti e bisunti",2013,0,45,8.3,13,"documentary"
"9708",8,1,"The Boston",2014,2015,43,8,10,"comedy"
"9709",10,0,"Redneck Brothers",2014,0,15,8.1,8,"action"
"9710",24,0,"The Handmaid's Tale",2017,0,60,8.6,80900,"drama"
"9711",34,0,"Escape the Night",2016,0,23,6.1,453,"fantasy"
"9712",13,0,"Orange",2016,0,24,7.5,937,"animation"
"9713",12,0,"Damned",2016,0,24,6.8,473,"comedy"
"9714",18,0,"The Wrong Girl",2016,0,60,7.1,456,"drama"
"9715",12,0,"Korpelan kujanjuoksu",2016,0,50,6.5,34,"comedy"
"9716",13,1,"Bizim sokak",1999,2000,55,7,5,"adventure"
"9717",90,0,"Dangerous Games",2015,0,30,9.3,10,"drama"
"9718",12,0,"Fate/kaleid liner Prisma Illya 3rei",2016,0,24,6.8,46,"action"
"9719",24,0,"Beruseruku",2016,0,24,7.1,2694,"action"
"9720",14,0,"Party Legends",2016,0,30,7,71,"animation"
"9721",16,0,"Zhuan jiao * yu dao ai",2007,0,69,6.1,22,"romance"
"9722",52,1,"Tash ma Tash",1992,2010,25,9,4403,"comedy"
"9723",24,0,"The Good Fight",2017,0,45,8.4,10164,"drama"
"9724",17,0,"ReLIFE",2016,0,24,7.8,1272,"animation"
"9725",30,0,"Grand Hotel",2016,0,30,8.3,646,"drama"
"9726",11,0,"The Job Interview",2016,0,48,5.3,16,"documentary"
"9727",11,0,"Judge Rinder's Crime Stories",2016,0,30,6.8,8,"crime"
"9728",26,0,"Tales of Zestiria the X",2016,0,24,7.1,379,"action"
"9729",48,0,"Streetlab",2014,0,30,7.7,12,"comedy"
"9730",21,0,"*Loosely Exactly Nicole",2016,0,22,5.5,329,"comedy"
"9731",25,0,"New Game!",2016,0,24,6.9,317,"animation"
"9732",15,0,"Last Chance U",2016,0,55,8.5,3928,"documentary"
"9733",12,0,"Second Jen",2016,0,30,2.5,237,"comedy"
"9734",30,0,"King of the Road",2016,0,60,8.7,188,"documentary"
"9735",12,0,"Masou Gakuen HxH",2016,0,24,6.3,124,"action"
"9736",12,0,"La peste",2018,0,50,7.3,648,"action"
"9737",10,0,"Dietland",2018,0,45,6.5,1068,"comedy"
"9738",25,0,"Amanchu!",2016,0,24,6.8,90,"animation"
"9739",19,0,"Ishq Nachaya",2016,0,40,7.7,7,"drama"
"9740",8,0,"It's Not Me, It's You",2016,0,45,3.2,17,"comedy"
"9741",10,0,"Çizgi Roman Yolculugu",2015,0,20,6.9,16,"documentary"
"9742",92,0,"Miss Adventure",2012,0,20,8,22,"comedy"
"9743",26,1,"World of Winx",2016,2017,30,6.5,181,"action"
"9744",52,0,"Digby Dragon",2016,0,11,7.3,36,"animation"
"9745",20,0,"Freakish",2016,0,22,6.5,1750,"horror"
"9746",26,0,"Die Boekklub",2016,0,48,9,40,"drama"
"9747",8,0,"Red Bull Can You Make It?",2016,0,30,8.3,7,"adventure"
"9748",9,0,"The Rebel",2016,0,40,6.9,67,"comedy"
"9749",52,0,"Morko y Mali",2016,0,22,7.2,6,"adventure"
"9750",11,0,"Battery",2016,0,22,6,45,"animation"
"9751",12,0,"Watashi ga Motete Dousunda",2016,0,23,6.9,377,"comedy"
"9752",16,0,"A Terra Prometida",2016,0,60,4.3,251,"drama"
"9753",35,0,"T@gged",2016,0,18,7.3,566,"thriller"
"9754",36,0,"Scream Street",2015,0,11,7.2,17,"animation"
"9755",20,1,"Disjointed",2017,2018,30,6.7,6644,"comedy"
"9756",8,0,"URBEX: Enter at Your Own Risk",2016,0,45,8.8,26,"action"
"9757",54,0,"PlusThis! Show",2016,0,55,8.6,14,"talk-show"
"9758",26,0,"Kuromukuro",2016,0,24,7.3,764,"action"
"9759",17,0,"World of Dance",2017,0,60,6.8,565,"family"
"9760",10,1,"Tanhaiyan",2017,2017,20,8.2,596,"romance"
"9761",12,0,"Mob Psycho 100",2016,0,24,8.1,4080,"action"
"9762",24,0,"Days",2016,0,24,7.3,145,"animation"
"9763",93,0,"Nina's World",2015,0,22,5.6,31,"animation"
"9764",12,0,"Kono bijutsubu ni wa mondai ga aru!",2016,0,24,6.7,143,"animation"
"9765",40,0,"Mr. Student Body President",2016,0,15,7.2,106,"comedy"
"9766",20,0,"HarmonQuest",2016,0,23,8.4,1466,"adventure"
"9767",24,0,"Momokuri",2015,0,12,6.5,31,"animation"
"9768",9,0,"Jeff Ross Presents Roast Battle",2016,0,60,5.8,455,"comedy"
"9769",13,0,"Nejimaki seirei senki: Tenkyô no Alderamin",2016,0,24,7.7,417,"adventure"
"9770",12,0,"Vikingane",2016,0,30,7.7,3088,"comedy"
"9771",23,0,"Ubice mog oca",2016,0,60,8.5,2255,"action"
"9772",37,1,"Sres. Papis",2016,2017,60,7.4,14,"comedy"
"9773",12,0,"American Woman",2018,0,30,6.1,506,"comedy"
"9774",28,0,"Kim's Convenience",2016,0,22,7.3,1329,"comedy"
"9775",26,0,"Skylanders Academy",2016,0,25,6.9,320,"adventure"
"9776",14,0,"Ishqbaaaz",2016,0,22,5.7,1890,"family"
"9777",12,0,"Cheer Danshi!",2016,0,24,6.5,43,"animation"
"9778",67,1,"California's Golden Parks",2002,2010,30,9,5,"documentary"
"9779",10,0,"Here and Now",2018,0,60,6.8,3270,"comedy"
"9780",24,0,"Yu Zui",2016,0,45,7.3,18,"crime"
"9781",10,0,"Hatsukoi Monster",2016,0,24,5.3,53,"animation"
"9782",10,0,"Extinct",2017,0,52,6.5,1411,"action"
"9783",15,0,"Britannia",2017,0,60,6.6,7190,"action"
"9784",12,0,"Riviera",2017,0,60,6.6,3712,"drama"
"9785",8,1,"Mariah's World",2016,2017,60,5.2,197,"documentary"
"9786",94,1,"Preciosas",2016,2017,60,7,12,"drama"
"9787",16,0,"Trailer Park Boys: Out of the Park",2016,0,30,6.5,1111,"adventure"
"9788",10,0,"Mary + Jane",2016,0,21,5.7,478,"comedy"
"9789",8,0,"Triple Ex",2017,0,30,6.9,7,"comedy"
"9790",75,1,"Extra! Extra!",2006,2012,25,5.8,6,"comedy"
"9791",16,0,"Honsoolnamnyeo",2016,0,62,7.3,129,"comedy"
"9792",14,0,"Food's Greatest Hits",2016,0,30,6.3,7,"family"
"9793",8,0,"Newton's Law",2017,0,55,7,288,"drama"
"9794",13,0,"D.Gray-man Hallow",2016,0,24,7.6,299,"action"
"9795",20,0,"Loudermilk",2017,0,30,7.4,873,"comedy"
"9796",51,0,"Regal Academy",2016,0,23,6.6,90,"action"
"9797",10,0,"American Playboy: The Hugh Hefner Story",2017,0,42,7.3,1144,"biography"
"9798",26,0,"El Camionero",2016,0,60,6.2,9,"drama"
"9799",24,0,"Cyberwar",2016,0,24,7.7,238,"documentary"
"9800",40,0,"Investigação Criminal",2012,0,45,8.2,43,"crime"
"9801",26,0,"P.O.L.I.C.I.A",2014,0,45,8.7,20,"crime"
"9802",8,1,"Divisão de Homicídios",2013,2018,45,8.6,12,"crime"
"9803",8,0,"Unlocking the Truth",2016,0,60,8.3,88,"crime"
"9804",96,0,"Far Out Fiesta",2016,0,30,4.2,5,"comedy"
"9805",20,0,"I'm Sorry",2017,0,30,7.4,1224,"comedy"
"9806",14,0,"Ao No Exorcist: Kyoto Fujouou-hen",2017,0,24,7.6,678,"action"
"9807",12,0,"Sincronía",2017,0,60,8.9,8,"drama"
"9808",20,0,"The Guest Book",2017,0,30,7,1379,"comedy"
"9809",14,0,"Snatch",2017,0,60,6.9,2602,"comedy"
"9810",19,0,"Sseulsseulhago Chalranhashin: Dokkaebi",2016,0,60,8.9,3951,"drama"
"9811",10,0,"Svet pod Hlavou",2017,0,52,8.1,103,"comedy"
"9812",10,0,"Striking Out",2017,0,50,7.6,648,"drama"
"9813",52,0,"My Knight and Me",2016,0,11,4.5,280,"adventure"
"9814",26,0,"Inside the Ambulance",2016,0,60,8.6,11,"documentary"
"9815",8,0,"Motherland",2016,0,30,7.3,683,"comedy"
"9816",9,0,"White Gold",2017,0,30,7.4,4638,"comedy"
"9817",18,0,"Married with Secrets",2016,0,42,7.3,115,"crime"
"9818",16,0,"Gonghang Ganeun Gil",2016,0,70,7.5,84,"drama"
"9819",21,0,"Doctor Doctor",2016,0,50,7.8,893,"drama"
"9820",54,0,"Bottersnikes & Gumbles",2016,0,11,5.9,27,"adventure"
"9821",12,1,"Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen",2016,2016,24,7.2,228,"action"
"9822",59,0,"Talking Smack",2016,0,30,7.9,109,"talk-show"
"9823",8,0,"La macchina meravigliosa",1990,0,60,8.6,7,"documentary"
"9824",25,0,"Bill Nye Saves the World",2017,0,30,3.6,6213,"comedy"
"9825",7,0,"Liar",2017,0,45,7.1,3655,"crime"
"9826",39,1,"Justice League Unlimited",2004,2006,23,8.9,3470,"action"
"9827",20,0,"Game Winning Hit",2009,0,45,4,5,"drama"
"9828",26,1,"Right Now Kapow",2016,2017,22,5.8,119,"animation"
"9829",66,0,"Loco x vos",2016,0,40,6.4,23,"comedy"
"9830",16,1,"Lisenskontrolløren",2013,2017,30,9.3,15,"documentary"
"9831",13,0,"Kulipari: An Army of Frogs",2016,0,20,7.1,132,"animation"
"9832",11,0,"Zapped",2016,0,30,6.4,615,"comedy"
"9833",10,0,"Hassel",2017,0,43,5.7,371,"crime"
"9834",10,0,"Hackers",2016,0,25,8.4,13,"documentary"
"9835",9,0,"Bookaboo",2016,0,22,7.9,35,"family"
"9836",21,0,"Pelimies",2016,0,30,7,28,"comedy"
"9837",26,0,"Black Lightning",2018,0,43,6.5,12403,"action"
"9838",8,1,"Messiah",2013,2014,20,7.9,13,"comedy"
"9839",20,0,"Terra Brasil",2017,0,25,8.4,16,"adventure"
"9840",16,1,"The Sinner",2017,2018,60,8,32641,"drama"
"9841",65,0,"Kids Do the Craziest Things",2016,0,30,5.3,6,"comedy"
"9842",39,1,"Içerde",2016,2017,60,7.4,9796,"action"
"9843",11,0,"Jackie Elam Live! Entertainment Unlimited",2016,0,60,8.9,9,"talk-show"
"9844",16,0,"Ghosted",2017,0,30,6.4,3921,"comedy"
"9845",24,0,"Catatan Si Boy",2016,0,43,8.8,11,"drama"
"9846",26,0,"Xploration DIY Sci",2016,0,30,8.8,8,"family"
"9847",25,0,"Weird But True",2016,0,30,8.2,11,"documentary"
"9848",8,0,"Delicious",2016,0,45,6.9,855,"comedy"
"9849",8,0,"Shrink",2017,0,30,8,551,"comedy"
"9850",20,0,"Great Escapes",2016,0,30,8.2,9,"history"
"9851",52,0,"Murderous Affairs",2016,0,30,7.2,89,"crime"
"9852",22,0,"Secret Eats with Adam Richman",2015,0,30,7.5,17,"adventure"
"9853",24,1,"Tinkas juleeventyr",2017,2017,30,6.6,138,"adventure"
