"","numberOfEpisodes","Finalization","originalTitle","startYear","endYear","runtimeMinutes","averageRating","numVotes","genre","GenderMale","GenderFeMale"
"4181",59,0,"Barda - Et rollespil",2006,0,30,5.9,15,"fantasy",4,1
"4182",11,0,"Man's Work",2006,0,30,8.5,54,"documentary",1,1
"4183",62,0,"Agencija za SiS",2006,0,25,3.4,172,"comedy",3,1
"4184",12,0,"Urota",2007,0,60,7.8,75,"crime",3,2
"4185",13,0,"The Serial Killers",1995,0,26,7.1,51,"crime",2,1
"4186",13,0,"Cinderella Boy",2003,0,25,6.2,32,"action",3,2
"4187",42,0,"Meseriasii",2006,0,30,5.3,32,"comedy",4,1
"4188",45,0,"Shuriken School",2006,0,26,6.2,242,"action",2,2
"4189",39,0,"The Smart Woman Survival Guide",2006,0,22,4.9,215,"comedy",1,4
"4190",13,0,"Unter den Linden - Das Haus Gravenhorst",2006,0,60,6.1,19,"drama",3,2
"4191",13,0,"Jozi-H",2006,0,60,8.1,32,"drama",3,2
"4192",17,0,"Boolkkotnoli",2006,0,60,6.8,28,"comedy",2,3
"4193",10,1,"Only Human",2005,2007,48,7.2,19,"documentary",3,0
"4194",11,1,"Bugged",1994,1995,60,8.5,6,"talk-show",1,1
"4195",52,1,"Iron Man: Armored Adventures",2008,2012,22,6.6,2348,"action",2,2
"4196",8,0,"Trawlermen",2006,0,29,8.7,69,"documentary",1,0
"4197",10,0,"Halfway Home",2007,0,30,7.4,539,"comedy",4,1
"4198",67,1,"Watch Over Me",2006,2007,60,6.6,221,"drama",4,1
"4199",63,1,"Metalocalypse",2006,2013,11,8.3,13844,"animation",5,0
"4200",32,0,"Surfing the Menu",2003,0,30,7.9,17,"adventure",0,0
"4201",61,1,"Skins",2007,2013,46,8.2,66213,"drama",2,2
"4202",30,0,"Tricky TV",2005,0,22,8.1,52,"family",0,0
"4203",13,0,"Amazon Fishbowl with Bill Maher",2006,0,30,5.1,95,"comedy",0,0
"4204",13,0,"Trapped in TV Guide",2006,0,60,6,20,"comedy",1,2
"4205",60,1,"The Whitest Kids U'Know",2007,2011,15,8.5,4241,"comedy",4,0
"4206",18,1,"Kingdom",2007,2009,60,7.9,1943,"comedy",3,1
"4207",39,1,"Meru hevun",2005,2007,25,7.4,100,"action",3,2
"4208",20,0,"Bom nal",2005,0,60,7.4,28,"romance",3,2
"4209",16,0,"Gootbai sollo",2006,0,60,6.4,12,"drama",3,2
"4210",24,0,"Goong",2006,0,60,7.8,1656,"comedy",3,2
"4211",30,0,"Kum gee yuk yip",2004,0,60,8.2,93,"drama",0,5
"4212",32,0,"Sun diu hap lui",1995,0,60,8,255,"action",4,1
"4213",16,0,"Yeonae sidae",2006,0,60,8.8,193,"drama",1,4
"4214",10,0,"Download",1999,0,28,6.8,18,"documentary",0,0
"4215",20,0,"Infanity",2005,0,60,4.8,20,"documentary",0,0
"4216",81,1,"True Blood",2008,2014,55,7.9,214576,"drama",3,1
"4217",22,0,"Das Geheimnis meines Vaters",2006,0,25,7.6,7,"crime",2,3
"4218",7,0,"5 gegen 100",2006,0,60,3.9,10,"comedy",0,0
"4219",12,0,"Little Miss Jocelyn",2006,0,28,4.7,373,"comedy",2,3
"4220",8,0,"Vet Safari",2006,0,29,6.9,7,"documentary",0,1
"4221",44,1,"Legend of the Seeker",2008,2010,44,7.7,31050,"action",3,1
"4222",26,0,"Higurashi no naku koro ni",2006,0,24,8.1,3654,"animation",2,2
"4223",26,1,"Intelligence",2005,2007,44,8.3,1410,"crime",3,1
"4224",38,0,"Les nouvelles aventures de Spirou et Fantasio",2006,0,26,6.8,38,"adventure",2,0
"4225",9,0,"The Secret World of Og",2006,0,23,6.9,9,"animation",0,5
"4226",10,0,"Sweet India",2006,0,20,7.9,8,"comedy",3,2
"4227",13,0,"Very Bad Men",2006,0,48,7.8,14,"crime",2,2
"4228",39,1,"Ha-Chevre Ha-Tovim",1999,2002,30,8.4,45,"drama",2,2
"4229",37,0,"Anonimi",2006,0,30,4.9,13,"talk-show",0,1
"4230",27,0,"O Bando dos Quatro",2006,0,40,4.3,30,"adventure",4,1
"4231",41,0,"Hela w opalach",2006,0,24,3.3,84,"comedy",2,2
"4232",13,1,"Big Shots",2007,2008,60,7.5,1457,"drama",3,1
"4233",37,0,"John Edward Cross Country",2006,0,60,4.7,58,"talk-show",0,0
"4234",56,1,"Amistades peligrosas",2006,2006,35,6,9,"drama",3,2
"4235",8,0,"Just for Laughs",2006,0,30,7.1,450,"comedy",1,3
"4236",55,0,"The John Kerwin Show",2001,0,30,7.7,63,"comedy",0,0
"4237",40,0,"Life After Film School",2006,0,23,6,43,"talk-show",0,0
"4238",22,1,"Mr. Meaty",2005,2009,30,5.7,934,"animation",4,0
"4239",72,0,"Travels & Traditions",2001,0,30,6.7,20,"documentary",1,0
"4240",20,1,"Holby Blue",2007,2008,60,5.8,124,"crime",3,1
"4241",27,1,"Allra mest tecknat",2002,2004,30,8,23,"comedy",3,1
"4242",20,1,"Sommer",2008,2009,59,6.5,402,"drama",2,3
"4243",31,1,"Terminator: The Sarah Connor Chronicles",2008,2009,60,7.7,53852,"action",2,2
"4244",30,0,"The Dr. Keith Ablow Show",2006,0,60,4.3,42,"talk-show",0,2
"4245",26,0,"Samurai Deeper Kyo",2002,0,25,6.8,431,"action",3,2
"4246",25,1,"Baukunst",2001,2017,28,8.5,72,"documentary",2,0
"4247",25,1,"Tak & the Power of Juju",2007,2009,27,3.4,652,"action",3,2
"4248",15,0,"Destination X TV: Hawaii",2006,0,30,8.8,10,"adventure",0,0
"4249",44,0,"Kaikan furêzu",1999,0,30,6.5,22,"animation",3,2
"4250",12,1,"Círculo rojo",2007,2007,70,6.8,58,"mystery",2,2
"4251",7,1,"Freak Show",2006,2006,30,5.2,336,"animation",4,1
"4252",23,1,"The Charlotte Church Show",2006,2008,60,3.9,171,"comedy",1,0
"4253",39,0,"Chum chun gei",2001,0,60,7.8,150,"action",3,2
"4254",90,0,"Los Fruittis",1990,0,25,6.1,290,"animation",4,1
"4255",11,0,"Ayakashi",2006,0,25,7.6,369,"animation",3,2
"4256",24,1,"Basilisk: Kôga ninpô chô",2005,2005,25,8,3130,"animation",3,2
"4257",17,0,"Distant Roads",1990,0,29,5,13,"documentary",2,3
"4258",45,1,"Cushion Kids",2001,2001,23,7.3,7,"family",2,2
"4259",18,1,"Two-A-Days: Hoover High",2006,2007,30,7,264,"drama",1,0
"4260",66,0,"Wicked Wicked Games",2006,0,60,6.6,259,"drama",1,4
"4261",17,1,"David Tench Tonight",2006,2006,30,2.6,137,"comedy",1,0
"4262",13,1,"Kaiki daikazoku",2004,2005,25,7.2,47,"comedy",2,3
"4263",26,1,"Rozen Maiden",2004,2006,24,7.1,553,"adventure",0,5
"4264",34,0,"Wapos Bay: The Series",2005,0,30,7.8,46,"animation",3,2
"4265",21,0,"Screwed Over",2006,0,30,3.2,122,"comedy",4,0
"4266",54,0,"Eisbär, Affe & Co",2006,0,50,6.4,14,"documentary",5,0
"4267",70,0,"Not Going Out",2006,0,30,7.8,4801,"comedy",2,3
"4268",54,1,"The Sarah Jane Adventures",2007,2011,60,7.5,4217,"drama",3,1
"4269",21,0,"The Treacle People",1995,0,47,8.1,16,"animation",3,1
"4270",65,0,"Campeones de la vida",2006,0,60,4.3,11,"drama",4,1
"4271",22,1,"Flight of the Conchords",2007,2009,28,8.6,48789,"comedy",3,1
"4272",19,0,"Pure Laine",2006,0,24,7.3,57,"comedy",2,3
"4273",25,1,"Frisky Dingo",2006,2008,11,8.2,6077,"animation",4,0
"4274",26,0,"Kid Fitness",2005,0,30,5.8,6,"family",2,3
"4275",14,0,"Por fin solos",1995,0,60,3.4,7,"comedy",1,3
"4276",24,1,"Shuffle!",2005,2006,24,7.1,653,"animation",3,2
"4277",11,0,"VeggieTales",1993,0,32,6.9,716,"animation",3,2
"4278",42,0,"Who's Got Jokes?",2006,0,60,7.8,23,"comedy",0,0
"4279",22,0,"Painkiller Jane",2007,0,44,5.8,2753,"action",4,1
"4280",29,1,"Eastbound & Down",2009,2013,28,8.3,45809,"comedy",2,2
"4281",26,0,"Eden's Bowy",1999,0,24,6.4,29,"animation",4,1
"4282",13,1,"Pulling",2006,2009,30,8,1051,"comedy",2,3
"4283",9,0,"MegaWorld",2006,0,60,6.7,21,"documentary",1,0
"4284",12,0,"Toupou",2005,0,26,5.2,31,"animation",4,1
"4285",26,0,"Growing Up Creepie",2006,0,30,6.9,176,"animation",1,3
"4286",91,0,"Meyerheim",2006,0,25,3.9,10,"talk-show",0,0
"4287",11,1,"El mundo de Chema",2006,2006,50,5,9,"comedy",3,2
"4288",48,0,"The Force: Behind the Line",2006,0,30,6.5,24,"crime",0,0
"4289",10,0,"Rodzinka",2004,0,30,4,5,"comedy",3,2
"4290",20,0,"Rumours",2006,0,22,6.9,41,"comedy",1,4
"4291",26,1,"Fantomcat",1995,1996,25,8.1,37,"action",3,1
"4292",33,0,"Forensic Investigators",2004,0,60,8.4,63,"crime",3,1
"4293",9,0,"Where Are They Now",2006,0,60,5.7,22,"talk-show",0,0
"4294",13,0,"G-on Riders",2002,0,25,7.3,6,"animation",1,4
"4295",27,0,"Hip Hop Harry",2006,0,22,4.3,141,"family",2,3
"4296",26,0,"Aa Megamisama",2005,0,25,7.5,940,"animation",1,4
"4297",24,0,"Bôkyaku no senritsu",2004,0,25,5.9,34,"animation",3,2
"4298",12,0,"Hachimitsu to kurôbâ II",2006,0,25,8.1,154,"animation",3,2
"4299",24,1,"Kurau: Phantom Memory",2004,2005,30,7.7,128,"action",3,2
"4300",24,1,"Noein: Mô hitori no kimi he",2005,2006,25,7.7,864,"action",2,3
"4301",47,0,"Sôsei no Aquarion",2005,0,25,6.7,201,"action",3,2
"4302",13,0,"Blue Dolphin Kids",2006,0,30,7.7,6,"family",0,1
"4303",32,1,"Life",2007,2009,45,8.3,30948,"crime",3,1
"4304",79,1,"Sila",2006,2008,70,5.7,1070,"drama",4,1
"4305",10,0,"Wild Thing: I Love You",2006,0,48,6.6,16,"documentary",0,0
"4306",52,1,"Lockie Leonard",2007,2010,26,7.6,328,"adventure",3,1
"4307",74,1,"Cimmer fraj",2006,2007,30,6,100,"comedy",3,2
"4308",9,0,"Ruben",2006,0,30,5,11,"talk-show",0,0
"4309",66,0,"Young Dracula",2006,0,25,7.8,1159,"comedy",3,1
"4310",10,0,"American Body Shop",2007,0,30,7.5,362,"comedy",3,1
"4311",14,1,"Human Giant",2007,2008,30,8.2,2441,"comedy",1,0
"4312",37,1,"Death Note: Desu nôto",2006,2007,24,9,161595,"animation",5,0
"4313",78,1,"Galactik Football",2006,2011,26,7.9,1767,"action",3,1
"4314",10,0,"Xombie: Dead on Arrival",2003,0,50,7.4,194,"animation",2,3
"4315",66,1,"Yo Gabba Gabba!",2007,2015,23,6.8,1153,"family",2,1
"4316",52,1,"School Rumble",2004,2010,25,7.9,1637,"animation",2,3
"4317",12,0,"Black Blood Brothers",2006,0,30,7.2,986,"action",2,3
"4318",8,0,"Viva Laughlin",2007,0,60,3.3,509,"comedy",3,1
"4319",26,1,"The Secret of Eel Island",2004,2006,15,7.8,16,"adventure",3,2
"4320",8,0,"The Wartime Kitchen and Garden",1993,0,30,8.7,30,"documentary",2,1
"4321",10,0,"The Bronx Bunny Show",2007,0,15,6.9,38,"comedy",3,0
"4322",9,1,"Bionic Woman",2007,2007,60,5.7,7518,"action",1,3
"4323",92,0,"Die Geschichte Mitteldeutschlands",1999,0,45,7.9,12,"history",3,1
"4324",43,0,"Denker des Abendlandes",2005,0,28,8.1,14,"talk-show",0,0
"4325",13,0,"Gero von Boehm begegnet...",2002,0,45,6.9,10,"documentary",0,0
"4326",20,1,"La dársena de poniente",2006,2007,50,6.5,10,"drama",4,1
"4327",13,0,"Koisuru tenshi Angelique: Kokoro no mezameru toki",2006,0,25,8.1,7,"animation",4,1
"4328",8,0,"Rikospoliisi ei laula",2006,0,60,6.6,27,"crime",4,1
"4329",30,0,"SeeMore's Playhouse",2006,0,30,7.6,10,"family",3,2
"4330",26,0,"Allo la Terre, ici les Martin",2002,0,26,7.3,50,"animation",3,2
"4331",8,0,"Etaten",2006,0,30,7.3,348,"comedy",3,2
"4332",13,0,"Avenger",2003,0,25,6,60,"action",2,3
"4333",59,0,"Clube Morangos",2006,0,40,2.8,45,"talk-show",0,0
"4334",46,0,"Country Fried Home Videos",2006,0,30,7.1,48,"comedy",3,1
"4335",64,0,"Man vs. Wild",2006,0,60,8.2,20544,"adventure",0,0
"4336",65,0,"American Heiress",2007,0,60,5.6,181,"adventure",4,1
"4337",15,0,"Star Stories",2006,0,30,7.5,435,"comedy",4,1
"4338",26,0,"Bel's Boys",2006,0,13,7.4,28,"family",2,3
"4339",19,0,"Chris & John to the Rescue!",2006,0,24,6,34,"comedy",4,1
"4340",8,0,"The Indestructibles",2006,0,28,5.6,9,"documentary",1,0
"4341",9,0,"The Dark Side of Porn",2005,0,60,7.3,250,"documentary",4,0
"4342",8,0,"Goldplated",2006,0,65,7.4,82,"drama",2,2
"4343",16,0,"Dr. Gang",2006,0,60,6.6,11,"drama",2,1
"4344",19,0,"Bindi, the Jungle Girl",2007,0,30,7.3,98,"adventure",0,1
"4345",18,0,"Durham County",2007,0,60,7.5,1296,"action",2,2
"4346",50,0,"Liu xing hua yuan",2001,0,60,7.8,482,"comedy",4,1
"4347",20,0,"Project MyWorld",2006,0,30,8,8,"adventure",1,1
"4348",13,0,"Punched Up",2006,0,30,1.9,221,"comedy",0,0
"4349",8,0,"Simon Schama's Power of Art",2006,0,60,8.6,842,"documentary",4,0
"4350",40,0,"Animalia",2007,0,24,6.5,108,"animation",2,3
"4351",50,0,"Bratya po-raznomu",2006,0,22,4.7,9,"comedy",4,1
"4352",17,0,"The ½ Hour News Hour",2007,0,22,2.6,626,"comedy",2,1
"4353",25,0,"Nad lipom 35",2006,0,60,2,170,"comedy",1,4
"4354",7,0,"Blunder",2006,0,22,3.8,96,"comedy",4,1
"4355",10,0,"Massive Speed",2006,0,30,8.1,18,"documentary",0,0
"4356",12,1,"Mäklarna",2006,2006,30,8,417,"comedy",2,3
"4357",42,0,"The Naked Brothers Band",2007,0,23,3.4,2822,"comedy",0,1
"4358",26,0,"Aishiteruze baby",2004,0,25,7,228,"animation",2,3
"4359",49,0,"Kômyô ga tsuji",2006,0,45,8.5,28,"drama",2,3
"4360",20,0,"Surgery Saved My Life",2006,0,60,8.1,14,"documentary",1,0
"4361",11,0,"Whiteboyz in the Hood",2006,0,29,7.5,33,"comedy",0,0
"4362",12,0,"Kannazuki no miko",2004,0,24,7.1,220,"action",1,4
"4363",39,1,"Random! Cartoons",2007,2009,30,7.6,76,"animation",4,0
"4364",88,0,"Natural Heroes",2004,0,27,8.6,30,"documentary",0,0
"4365",16,1,"Stupid Stupid Man",2006,2008,30,7,129,"comedy",4,1
"4366",37,0,"Gato Fedorento: Diz que é uma Espécie de Magazine",2006,0,40,8.3,725,"comedy",5,0
"4367",75,1,"Mega Mindy",2006,2014,25,6.2,75,"adventure",3,2
"4368",10,0,"Muppets TV",2006,0,45,4.8,23,"animation",0,0
"4369",26,0,"El retorno de D'Artacan",1990,0,25,6,59,"adventure",4,1
"4370",50,0,"Stolberg",2006,0,60,6.4,61,"crime",2,3
"4371",10,1,"De Daltons, de jongensjaren",2007,2008,20,8.4,49,"family",4,1
"4372",26,1,"Eli Stone",2008,2009,60,7.7,8837,"comedy",2,2
"4373",94,1,"The Penguins of Madagascar",2008,2015,11,7.6,13593,"action",4,0
"4374",25,0,"Dear Boys",2003,0,24,6.5,38,"animation",3,1
"4375",25,1,"Yamato nadeshiko shichihenge",2006,2007,25,7.6,825,"animation",4,1
"4376",24,0,"Om sarac, om bogat",2006,0,45,6.9,60,"comedy",3,2
"4377",19,0,"Dinamitados",2004,0,60,6.1,7,"comedy",3,2
"4378",20,0,"Gu'skelov du kom",2006,0,60,6.2,24,"comedy",0,0
"4379",38,1,"The Border",2008,2010,60,7,711,"action",4,0
"4380",8,0,"A Touch Away",2006,0,37,8.3,83,"drama",2,3
"4381",29,0,"Distinguished Artists",2004,0,57,7.1,13,"talk-show",0,0
"4382",21,0,"The Best Years",2007,0,60,7.7,983,"drama",1,3
"4383",18,0,"Ketonen & Myllyrinne",2006,0,30,7.6,541,"comedy",3,2
"4384",35,1,"Samantha Who?",2007,2009,22,7.4,9323,"comedy",1,3
"4385",8,0,"Leana si Costel",2003,0,45,6.4,150,"comedy",4,1
"4386",34,0,"Voll total",2003,0,25,3.4,7,"comedy",0,0
"4387",7,0,"The Wedding Bells",2007,0,60,6.1,320,"comedy",2,2
"4388",16,0,"Wilfred",2007,0,25,7.9,2232,"comedy",3,1
"4389",54,1,"Grossology",2006,2009,30,6.7,237,"action",3,1
"4390",83,0,"The Slammer",2006,0,30,7.7,98,"comedy",5,0
"4391",15,0,"Come on Over",2006,0,25,7.6,21,"family",3,2
"4392",44,0,"Troe protiv vsekh - 2",2003,0,44,3.6,8,"drama",2,3
"4393",30,0,"Troe protiv vsekh",2002,0,44,5.1,14,"drama",1,4
"4394",62,1,"Breaking Bad",2008,2013,49,9.5,1100272,"crime",2,2
"4395",16,0,"Zwei Engel für Amor",2006,0,25,6.7,27,"romance",3,2
"4396",45,0,"Ha-Borer",2007,0,45,8.1,433,"comedy",3,1
"4397",8,0,"Tank Overhaul",2006,0,46,8.2,49,"documentary",2,0
"4398",84,1,"Californication",2007,2014,28,8.3,158870,"comedy",2,2
"4399",28,0,"Head Case",2007,0,30,7.6,590,"comedy",2,2
"4400",22,0,"Mesudarim",2006,0,35,8.1,256,"comedy",4,0
"4401",26,0,"Completing Kaden",2006,0,24,7.8,19,"comedy",3,2
"4402",24,0,"I vse-taki ya lyublyu...",2008,0,44,7.2,71,"drama",2,3
"4403",63,0,"Im Glashaus - Das philosophische Quartett",2002,0,60,8.2,9,"talk-show",0,0
"4404",8,0,"A Girl's Guide to 21st Century Sex",2006,0,45,7.7,316,"documentary",0,0
"4405",40,0,"CBC Winnipeg Comedy Festival",2002,0,60,4.6,114,"comedy",0,0
"4406",13,0,"Oz & James's Big Wine Adventure",2006,0,58,7.8,407,"documentary",0,0
"4407",77,0,"Zu Tisch in...",2001,0,30,7.6,19,"documentary",1,1
"4408",20,1,"East West 101",2007,2011,60,7.4,295,"crime",2,2
"4409",25,1,"Meet the Press",1992,2013,30,5.5,31,"news",0,0
"4410",20,0,"Gavin & Stacey",2007,0,29,8,11576,"comedy",1,3
"4411",8,1,"Das Beste aus meinem Leben",2006,2007,30,7.7,10,"family",4,1
"4412",53,1,"Tim and Eric Awesome Show, Great Job!",2007,2017,11,7.4,9521,"comedy",3,0
"4413",54,0,"VPRO Tegenlicht",2002,0,50,8.4,71,"documentary",0,0
"4414",23,0,"Weird Creatures",2006,0,47,8.6,48,"documentary",0,0
"4415",59,1,"Damages",2007,2012,60,8.1,25817,"crime",2,2
"4416",19,0,"Angie",2006,0,30,4.8,26,"comedy",0,4
"4417",13,1,"Unhitched",2008,2008,30,5.5,814,"comedy",3,1
"4418",50,1,"The Mighty B!",2008,2011,24,5.4,1809,"animation",2,2
"4419",24,0,"Danger Rangers",2003,0,29,7.4,34,"adventure",4,1
"4420",91,1,"Little Mosque on the Prairie",2007,2012,22,5.8,2207,"comedy",2,2
"4421",35,0,"Suburban Secrets",2007,0,22,5.4,25,"crime",2,1
"4422",39,0,"Horákovi",2006,0,65,5.2,43,"comedy",3,2
"4423",10,0,"Námestícko",2004,0,52,4.8,20,"comedy",2,3
"4424",69,0,"Rach, der Restauranttester",2005,0,50,6.7,71,"documentary",0,0
"4425",50,0,"Doble venganza",2006,0,60,4,5,"drama",3,2
"4426",13,0,"Mr. Henry's Wild & Wacky World",2005,0,30,4.6,5,"family",4,1
"4427",22,1,"Pushing Daisies",2007,2009,44,8.4,49905,"comedy",3,1
"4428",8,0,"I Hate My 30's",2007,0,30,6.8,244,"comedy",4,1
"4429",16,0,"Jackson Horn",2006,0,60,5.8,25,"drama",2,3
"4430",20,1,"Space Top 10 Countdown",2006,2007,30,4.5,46,"sci-fi",0,0
"4431",9,1,"Clement kontra",2006,2006,38,5.9,7,"talk-show",0,0
"4432",24,1,"Jul i verdensrummet",2006,2006,15,6.2,108,"comedy",4,1
"4433",30,1,"The Bill Engvall Show",2007,2009,30,5.6,1812,"comedy",2,2
"4434",25,1,"After You've Gone",2007,2008,45,6.7,746,"comedy",2,2
"4435",24,1,"Kanon",2006,2007,22,7.7,1257,"animation",1,4
"4436",23,0,"Nodame kantâbire",2007,0,25,8.3,734,"animation",3,2
"4437",8,1,"New Amsterdam",2008,2008,60,7.5,6316,"crime",2,2
"4438",24,0,"LasseMajas detektivbyrå",2006,0,15,6.1,141,"family",2,3
"4439",26,1,"Road Hockey Rumble",2007,2008,30,7.5,26,"adventure",1,0
"4440",24,1,"Absalons hemmelighed",2006,2006,30,6.5,237,"adventure",2,3
"4441",15,0,"Dankert&Dankert",2006,0,30,8.8,17,"crime",3,2
"4442",12,0,"Tmunot Yafo'iyot",1995,0,30,8,16,"comedy",5,0
"4443",18,0,"On Screen!",2005,0,48,6.5,8,"documentary",0,1
"4444",10,0,"Hermanos y detectives",2006,0,60,8.1,610,"action",4,1
"4445",9,0,"Ümit milli",2006,0,70,3.8,37,"adventure",3,2
"4446",28,0,"KDD - Kriminaldauerdienst",2007,0,45,8.3,253,"crime",3,1
"4447",40,0,"Die kulinarischen Abenteuer der Sarah Wiener",2007,0,26,7.1,29,"documentary",0,0
"4448",37,1,"Ni Hao, Kai-Lan",2007,2011,30,4.5,848,"animation",2,2
"4449",20,0,"Bazén",2005,0,60,1.8,9,"comedy",4,0
"4450",16,1,"Gas",1997,1998,30,7.1,7,"comedy",0,0
"4451",20,1,"The Librarians",2007,2010,30,7,407,"comedy",1,3
"4452",91,1,"Chuck",2007,2012,43,8.2,116886,"action",3,1
"4453",61,1,"In Plain Sight",2008,2012,60,7.3,9088,"crime",2,2
"4454",13,0,"1,000 Places to See Before You Die",2007,0,60,7.1,177,"documentary",1,0
"4455",32,0,"Ah wong sun juen",2005,0,60,6,23,"comedy",3,2
"4456",26,0,"The Future Is Wild",2007,0,22,7.3,71,"animation",4,1
"4457",40,0,"Kamen Rider: Dragon Knight",2008,0,22,7,366,"action",3,2
"4458",7,0,"Cashmere Mafia",2008,0,60,6.6,2523,"comedy",0,4
"4459",19,0,"Dive Olly Dive!",2005,0,11,5.6,52,"animation",2,2
"4460",78,0,"Mein neues Leben",2006,0,60,5.8,6,"documentary",0,0
"4461",13,0,"Na lavici obzalovaných justice",1998,0,50,6.9,9,"drama",3,2
"4462",13,0,"Nome de Código: Sintra",2007,0,50,7.6,30,"drama",2,3
"4463",26,0,"Pozoriste u kuci",2007,0,30,5.9,261,"comedy",2,3
"4464",8,0,"Verrückt nach Clara",2007,0,45,7.1,51,"comedy",3,2
"4465",13,0,"Combat Zone",2007,0,50,7,23,"documentary",5,0
"4466",8,0,"Dangerous",2007,0,60,7.1,88,"action",2,2
"4467",31,0,"Loufa kai parallagi - I seira",2006,0,50,6.4,129,"comedy",4,1
"4468",22,0,"Tartu Mikkiin",2006,0,50,4.1,25,"family",0,0
"4469",13,1,"Air",2005,2005,24,7.4,1113,"animation",1,4
"4470",13,0,"Die Hydronauten",2003,0,13,8.2,5,"animation",2,2
"4471",15,0,"Freefonix",2007,0,22,8,42,"animation",1,3
"4472",88,0,"M.I.High",2007,0,28,6.1,639,"action",2,2
"4473",10,0,"Wired Science",2007,0,60,7.7,38,"documentary",0,0
"4474",14,0,"Don't Die Young",2007,0,30,7.8,24,"documentary",0,0
"4475",73,0,"Game of Thrones",2011,0,57,9.5,1336396,"action",2,2
"4476",60,0,"The Amazing Race Asia",2006,0,45,7.3,188,"adventure",0,0
"4477",28,1,"Kazaliste u kuci",2006,2007,30,5.9,66,"comedy",2,3
"4478",7,0,"Stellenbosch",2007,0,50,7.9,94,"drama",2,3
"4479",13,0,"Kupetzky",2006,0,23,8.1,28,"comedy",3,2
"4480",41,0,"Bob Gratton, ma vie/My Life",2007,0,30,5.5,209,"comedy",5,0
"4481",32,0,"Sophie",2008,0,30,5.3,323,"comedy",2,2
"4482",11,0,"Ellen's Acres",2007,0,30,6.6,9,"animation",2,3
"4483",27,1,"Tengen toppa gurren lagann",2007,2007,24,8.3,10871,"action",4,1
"4484",29,1,"Cuenta atrás",2007,2008,60,5.7,141,"crime",2,2
"4485",13,0,"Journeyman",2007,0,45,8.1,8570,"fantasy",2,2
"4486",11,0,"Oil, Sweat & Rigs",2006,0,60,6.9,15,"documentary",0,0
"4487",41,0,"¿Qué nos pasa?",1998,0,30,7.8,15,"comedy",2,3
"4488",9,0,"Bam's Unholy Union",2007,0,30,5.9,1516,"comedy",0,0
"4489",51,0,"What It Takes",2006,0,22,6.3,18,"biography",1,0
"4490",17,1,"Back to You",2007,2008,30,6.6,2034,"comedy",3,1
"4491",10,1,"Karakuri kiden hiuô senki",2000,2001,30,6.6,10,"action",3,2
"4492",10,1,"Exhibit Eh!",2006,2007,23,8.2,9,"history",2,1
"4493",11,0,"K-Ville",2007,0,60,6.5,1318,"action",3,1
"4494",13,0,"America at a Crossroads",2007,0,54,7.6,36,"documentary",0,0
"4495",26,0,"Air Gear",2006,0,25,7.3,956,"action",2,2
"4496",29,1,"Happy Hour",2007,2008,60,6.6,115,"comedy",1,0
"4497",7,0,"Streets Ahead",2005,0,60,7.3,10,"documentary",0,0
"4498",70,0,"Vermist",2008,0,48,7.1,349,"action",3,2
"4499",13,0,"Cane",2007,0,60,7.1,1179,"drama",2,2
"4500",31,1,"Reaper",2007,2009,45,7.8,21895,"adventure",3,1
"4501",16,1,"Moonlight",2007,2008,60,7.7,22357,"drama",2,2
"4502",13,1,"Women's Murder Club",2007,2008,60,7.3,2096,"crime",0,4
"4503",39,1,"Friends and Heroes",2007,2009,24,7.7,44,"animation",4,0
"4504",10,0,"Wainwright Walks",2007,0,29,8.7,37,"documentary",1,0
"4505",24,0,"Esta sociedad",2006,0,60,5.5,54,"drama",5,0
"4506",36,1,"Taivaan tulet",2007,2014,50,7.8,153,"drama",4,1
"4507",61,0,"Neues aus der Anstalt",2007,0,50,8.2,233,"comedy",2,0
"4508",13,0,"Pahappahooey Island",1999,0,28,5.5,18,"family",5,0
"4509",28,0,"The Lair",2007,0,30,4.5,733,"drama",5,0
"4510",21,1,"Flash Gordon",2007,2008,60,4.8,2778,"action",2,2
"4511",26,0,"Tata i zetovi",2006,0,30,5.6,11,"comedy",1,4
"4512",74,0,"Benidorm",2007,0,30,7.4,2869,"comedy",3,2
"4513",23,1,"Dirty Sexy Money",2007,2009,45,7.3,10988,"drama",3,1
"4514",23,1,"American Gangster",2006,2009,60,7.8,205,"documentary",1,0
"4515",38,0,"Doragon Doraibu",2002,0,25,7.3,47,"action",4,1
"4516",10,0,"Kaya",2007,0,30,5.6,107,"drama",3,1
"4517",7,0,"Pitt and Kantrop",2005,0,25,7,41,"animation",1,4
"4518",25,1,"Playa del Sol",2007,2009,30,6.7,468,"comedy",3,1
"4519",13,0,"Stars on Stars",2007,0,30,5.8,10,"talk-show",0,0
"4520",16,0,"Kamichu!",2005,0,28,7.2,142,"adventure",0,4
"4521",26,1,"Kaiketsu jôki tanteidan",1998,1999,30,7.2,10,"animation",5,0
"4522",24,0,"Angel's Song",2006,0,24,4.5,6,"drama",3,1
"4523",24,1,"Black Lagoon",2006,2006,25,8.1,8832,"action",3,2
"4524",10,0,"Coronation Street: Confidential",2007,0,25,5.2,5,"documentary",0,0
"4525",52,1,"Onmyô taisenki",2004,2005,30,7.5,13,"animation",2,1
"4526",26,1,"Iggy Arbuckle",2007,2007,30,5.8,194,"adventure",3,1
